"id","player","pos","sOHL","season","DY+/-","gp","evtp","pptp","tp","ev.ppg","pp.ppg","ppg","eTOI/GP","DOB","age.group"
29012,"andrew-fritsch","F",2,2011,"DY",60,39,23,63,0.65,0.383,1.05,16.26,1993-03-24,"early"
23846,"shawn-szydlowski","F",5,2011,"DY+3",66,51,21,78,0.773,0.318,1.182,18.75,1990-08-05,"early"
23614,"thomas-nesbitt","F",5,2011,"DY+3",65,46,16,65,0.708,0.246,1,17.57,1990-06-20,"early"
25311,"jordan-szwarz","F",4,2011,"DY+2",65,40,20,66,0.615,0.308,1.015,16.17,1991-05-14,"early"
27510,"devante-smith-pelly","F",3,2011,"DY+1",67,48,15,66,0.716,0.224,0.985,16.88,1992-06-14,"early"
26396,"austin-watson","F",3,2011,"DY+1",68,37,29,68,0.544,0.426,1,17.84,1992-01-13,"early"
28134,"brandon-saad","F",3,2011,"DY",59,29,18,55,0.492,0.305,0.932,15.44,1992-10-27,"late"
29066,"ryan-murphy","D",2,2011,"DY",63,32,47,79,0.508,0.746,1.254,23.42,1993-03-31,"early"
26419,"jared-knight","F",3,2011,"DY+1",68,40,28,70,0.588,0.412,1.029,17.7,1992-01-16,"early"
29739,"nick-cousins","F",2,2011,"DY",68,37,31,68,0.544,0.456,1,14.86,1993-07-20,"early"
25443,"ethan-werek","F",4,2011,"DY+2",47,32,20,52,0.681,0.426,1.106,17.02,1991-06-07,"early"
29695,"vincent-trocheck","F",2,2011,"DY",68,32,22,62,0.471,0.324,0.912,16.57,1993-07-11,"early"
29557,"boone-jenner","F",2,2011,"DY",63,45,18,66,0.714,0.286,1.048,18.31,1993-06-15,"early"
28944,"mark-scheifele","F",2,2011,"DY",66,38,36,75,0.576,0.545,1.136,18.28,1993-03-15,"early"
23667,"robert-mignardi","F",5,2011,"DY+3",68,39,18,61,0.574,0.265,0.897,16.87,1990-06-28,"early"
26760,"ivan-telegin","F",3,2011,"DY+1",59,44,17,61,0.746,0.288,1.034,15.87,1992-02-28,"early"
28899,"daniel-catenacci","F",2,2011,"DY",67,42,24,71,0.627,0.358,1.06,16.52,1993-03-09,"early"
27500,"steven-beyers","F",3,2011,"DY+1",66,32,31,65,0.485,0.47,0.985,17.67,1992-06-12,"early"
23883,"michael-lomas","F",5,2011,"DY+3",56,34,21,57,0.607,0.375,1.018,16.12,1990-08-16,"early"
24668,"michael-catenacci","F",4,2011,"DY+2",58,48,6,55,0.828,0.103,0.948,16.84,1991-02-12,"early"
24885,"daniel-erlich","F",4,2011,"DY+2",61,42,22,64,0.689,0.361,1.049,16.74,1991-03-13,"early"
25025,"david-pacan","F",4,2011,"DY+2",65,49,12,62,0.754,0.185,0.954,15.2,1991-03-31,"early"
28231,"vladislav-namestnikov","F",3,2011,"DY",68,45,24,69,0.662,0.353,1.015,16.28,1992-11-22,"late"
26993,"john-mcfarland","F",3,2011,"DY+1",49,21,14,38,0.429,0.286,0.776,16.57,1992-04-02,"early"
29308,"rickard-rakell","F",2,2011,"DY",49,26,18,45,0.531,0.367,0.918,17.78,1993-05-05,"early"
23982,"jake-carrick","F",5,2011,"DY+3",58,35,9,45,0.603,0.155,0.776,14.26,1990-09-11,"early"
28536,"lino-martschini","F",2,2011,"DY",61,29,29,58,0.475,0.475,0.951,16.57,1993-01-21,"early"
28877,"nicklas-jensen","F",2,2011,"DY",61,36,22,58,0.59,0.361,0.951,17.84,1993-03-06,"early"
23487,"cody-lindsay","F",5,2011,"DY+3",65,39,14,54,0.6,0.215,0.831,16.21,1990-05-29,"early"
24771,"andy-bathgate","F",4,2011,"DY+2",64,33,26,60,0.516,0.406,0.938,19.82,1991-02-26,"early"
24680,"luke-judson","F",4,2011,"DY+2",67,35,21,56,0.522,0.313,0.836,20.55,1991-02-14,"early"
28388,"seth-griffith","F",2,2011,"DY",68,34,28,62,0.5,0.412,0.912,15.77,1993-01-04,"early"
25364,"josh-mcfadden","D",4,2011,"DY+2",67,25,44,72,0.373,0.657,1.075,19.89,1991-05-23,"early"
26273,"maxim-kitsyn","F",4,2011,"DY+1",32,20,6,26,0.625,0.188,0.812,14.51,1991-12-24,"late"
29644,"brett-ritchie","F",2,2011,"DY",49,26,12,41,0.531,0.245,0.837,16.15,1993-07-01,"early"
25668,"andrew-shaw","F",4,2011,"DY+2",66,34,14,54,0.515,0.212,0.818,15.82,1991-07-20,"early"
24324,"alain-berger","F",5,2011,"DY+2",65,30,19,52,0.462,0.292,0.8,16.34,1990-12-27,"late"
28548,"lucas-lessio","F",2,2011,"DY",66,37,14,54,0.561,0.212,0.818,16.31,1993-01-23,"early"
28559,"justin-thomas","F",2,2011,"DY",11,7,0,7,0.636,0,0.636,14,1993-01-25,"early"
25003,"rob-flick","F",4,2011,"DY+2",68,36,18,57,0.529,0.265,0.838,15.84,1991-03-28,"early"
28082,"brett-findlay","F",3,2011,"DY",57,29,15,44,0.509,0.263,0.772,14.73,1992-10-13,"late"
30230,"eric-locke","F",2,2011,"DY-1",65,35,15,54,0.538,0.231,0.831,16.94,1993-11-21,"late"
22667,"tyler-brown","F",5,2011,"DY+3",67,39,14,59,0.582,0.209,0.881,17.44,1990-02-07,"early"
24140,"chris-desousa","F",5,2011,"DY+2",61,30,19,50,0.492,0.311,0.82,17.25,1990-10-19,"late"
24076,"matt-tipoff","F",5,2011,"DY+2",66,40,20,60,0.606,0.303,0.909,16.8,1990-10-04,"late"
25616,"kenneth-ryan","F",4,2011,"DY+2",63,41,10,58,0.651,0.159,0.921,16.11,1991-07-10,"early"
25315,"mike-halmo","F",4,2011,"DY+2",59,28,15,43,0.475,0.254,0.729,13.82,1991-05-15,"early"
26858,"mitchell-heard","F",3,2011,"DY+1",66,39,11,50,0.591,0.167,0.758,14.62,1992-03-12,"early"
22799,"stephen-johnston","F",5,2011,"DY+3",63,35,14,50,0.556,0.222,0.794,16.68,1990-02-24,"early"
25269,"calvin-de-haan","D",4,2011,"DY+2",55,14,34,48,0.255,0.618,0.873,23.74,1991-05-09,"early"
28433,"tobias-rieder","F",2,2011,"DY",65,31,16,49,0.477,0.246,0.754,14.84,1993-01-10,"early"
22890,"james-livingston","F",5,2011,"DY+3",62,33,13,49,0.532,0.21,0.79,16.63,1990-03-08,"early"
27740,"alex-aleardi","F",3,2011,"DY+1",57,34,3,39,0.596,0.053,0.684,13.38,1992-07-30,"early"
28808,"alan-quine","F",2,2011,"DY",69,26,26,53,0.377,0.377,0.768,15.94,1993-02-25,"early"
31499,"ryan-rupert","F",1,2011,"DY-1",39,15,12,27,0.385,0.308,0.692,14.23,1994-06-02,"early"
24747,"mike-santini","F",4,2011,"DY+2",56,22,14,36,0.393,0.25,0.643,14.49,1991-02-22,"early"
25280,"michael-fine","F",4,2011,"DY+2",63,26,25,54,0.413,0.397,0.857,17.93,1991-05-10,"early"
27132,"steven-shipley","F",3,2011,"DY+1",65,31,17,50,0.477,0.262,0.769,15.32,1992-04-22,"early"
32137,"sean-monahan","F",1,2011,"DY-2",65,40,7,47,0.615,0.108,0.723,13.89,1994-10-12,"late"
22573,"tyler-peters","F",5,2011,"DY+3",68,39,19,61,0.574,0.279,0.897,17.91,1990-01-25,"early"
24809,"taylor-doherty","D",4,2011,"DY+2",68,19,33,53,0.279,0.485,0.779,25.21,1991-03-02,"early"
23410,"sean-jones","F",5,2011,"DY+3",67,36,12,48,0.537,0.179,0.716,16.61,1990-05-17,"early"
23211,"scott-tanski","F",5,2011,"DY+3",67,30,17,47,0.448,0.254,0.702,18.23,1990-04-19,"early"
26353,"erik-gudbranson","D",3,2011,"DY+1",44,15,17,34,0.341,0.386,0.773,23.8,1992-01-07,"early"
24052,"liam-heelis","F",5,2011,"DY+2",68,38,9,53,0.559,0.132,0.779,16,1990-09-28,"late"
25358,"michael-macdonald","F",4,2011,"DY+2",48,23,11,37,0.479,0.229,0.771,16.29,1991-05-22,"early"
23178,"jason-wilson","F",5,2011,"DY+3",64,38,5,43,0.594,0.078,0.672,15.24,1990-04-15,"early"
24655,"andrei-kuchin","F",4,2011,"DY+2",64,34,13,47,0.531,0.203,0.734,14.63,1991-02-11,"early"
30750,"matia-marcantuoni","F",1,2011,"DY-1",42,13,14,27,0.31,0.333,0.643,14.42,1994-02-22,"early"
22703,"tyler-carroll","F",5,2011,"DY+3",56,22,12,35,0.393,0.214,0.625,16.61,1990-02-10,"early"
25839,"jordan-mayer","F",4,2011,"DY+2",64,27,11,38,0.422,0.172,0.594,14.87,1991-08-24,"early"
25859,"zack-macqueen","F",4,2011,"DY+2",68,32,12,44,0.471,0.176,0.647,12.79,1991-08-29,"early"
28130,"joseph-cramarossa","F",3,2011,"DY",59,29,2,32,0.492,0.034,0.542,13.79,1992-10-26,"late"
28817,"barclay-goodrow","F",2,2011,"DY",65,29,10,39,0.446,0.154,0.6,15.01,1993-02-26,"early"
22991,"chris-doyle","F",5,2011,"DY+3",20,9,4,14,0.45,0.2,0.7,13.72,1990-03-22,"early"
27794,"tanner-pearson","F",3,2011,"DY+1",66,34,8,42,0.515,0.121,0.636,13.91,1992-08-10,"early"
24164,"mathew-sisca","F",5,2011,"DY+2",58,31,11,42,0.534,0.19,0.724,15.28,1990-10-30,"late"
27402,"phil-lane","F",3,2011,"DY+1",54,27,7,34,0.5,0.13,0.63,16.18,1992-05-29,"early"
29568,"dougie-hamilton","D",2,2011,"DY",67,26,31,58,0.388,0.463,0.866,24.01,1993-06-17,"early"
22896,"stephen-sanza","F",5,2011,"DY+3",65,29,11,44,0.446,0.169,0.677,18.55,1990-03-08,"early"
25470,"colin-martin","F",4,2011,"DY+2",65,29,11,41,0.446,0.169,0.631,16.86,1991-06-12,"early"
24567,"tyler-hostetter","D",4,2011,"DY+2",36,13,10,23,0.361,0.278,0.639,20.54,1991-01-30,"early"
24804,"carson-dubchak","F",4,2011,"DY+2",67,32,5,40,0.478,0.075,0.597,15.06,1991-03-01,"early"
27406,"corey-durocher","F",3,2011,"DY+1",63,31,5,37,0.492,0.079,0.587,14.5,1992-05-30,"early"
26561,"sam-carrick","F",3,2011,"DY+1",59,26,13,39,0.441,0.22,0.661,17.97,1992-02-04,"early"
22629,"jamie-doornbosch","D",5,2011,"DY+3",68,18,30,48,0.265,0.441,0.706,20.94,1990-02-01,"early"
23515,"jeff-brown","F",5,2011,"DY+3",56,30,2,33,0.536,0.036,0.589,14.86,1990-06-02,"early"
28097,"cody-mcnaughton","F",3,2011,"DY",68,21,13,36,0.309,0.191,0.529,16.13,1992-10-16,"late"
27331,"roman-berdnikov","F",3,2011,"DY+1",25,8,5,13,0.32,0.2,0.52,15.23,1992-05-18,"early"
31338,"nick-ebert","D",1,2011,"DY-1",64,22,18,41,0.344,0.281,0.641,19.89,1994-05-11,"early"
25153,"jesse-blacker","D",4,2011,"DY+2",62,24,26,54,0.387,0.419,0.871,23.2,1991-04-19,"early"
26390,"ryan-o-connor","D",3,2011,"DY+1",53,22,16,41,0.415,0.302,0.774,22.02,1992-01-12,"early"
26823,"riley-brace","F",3,2011,"DY+1",58,25,5,31,0.431,0.086,0.534,12.71,1992-03-07,"early"
30999,"brendan-gaunce","F",1,2011,"DY-1",65,23,13,36,0.354,0.2,0.554,15.71,1994-03-25,"early"
26281,"ian-watters","F",4,2011,"DY+1",68,27,15,42,0.397,0.221,0.618,15.9,1991-12-27,"late"
28450,"garrett-meurs","F",2,2011,"DY",68,29,12,41,0.426,0.176,0.603,13.73,1993-01-12,"early"
23422,"matt-stanisz","D",5,2011,"DY+3",61,20,22,43,0.328,0.361,0.705,21.83,1990-05-19,"early"
22946,"sam-lofquist","D",5,2011,"DY+3",62,24,11,36,0.387,0.177,0.581,21.34,1990-03-15,"early"
26610,"gregg-sutch","F",3,2011,"DY+1",53,25,3,28,0.472,0.057,0.528,12.05,1992-02-09,"early"
23885,"michael-d-orazio","D",5,2011,"DY+3",63,28,14,42,0.444,0.222,0.667,22.3,1990-08-16,"early"
23044,"marc-cantin","D",5,2011,"DY+3",61,20,19,41,0.328,0.311,0.672,23.29,1990-03-27,"early"
24559,"mitch-lebar","F",4,2011,"DY+2",61,31,4,35,0.508,0.066,0.574,13.52,1991-01-29,"early"
28464,"austen-brassard","F",2,2011,"DY",67,26,8,34,0.388,0.119,0.507,14.33,1993-01-14,"early"
28687,"dylan-smoskowitz","F",2,2011,"DY",67,25,6,31,0.373,0.09,0.463,13.46,1993-02-11,"early"
26205,"andrew-yogan","F",4,2011,"DY+1",10,4,0,4,0.4,0,0.4,12.41,1991-12-04,"late"
28387,"david-broll","F",2,2011,"DY",65,24,10,34,0.369,0.154,0.523,14.54,1993-01-04,"early"
24703,"joey-west","F",4,2011,"DY+2",68,24,5,31,0.353,0.074,0.456,13.92,1991-02-16,"early"
24726,"jamie-devane","F",4,2011,"DY+2",63,27,9,38,0.429,0.143,0.603,14.69,1991-02-20,"early"
27350,"derek-froats","F",3,2011,"DY+1",13,5,0,5,0.385,0,0.385,11.75,1992-05-21,"early"
24827,"adam-payerl","F",4,2011,"DY+2",63,17,12,29,0.27,0.19,0.46,14.76,1991-03-04,"early"
27593,"dalton-smith","F",3,2011,"DY+1",64,20,7,29,0.312,0.109,0.453,15.03,1992-06-30,"early"
29452,"josh-leivo","F",2,2011,"DY",64,25,4,30,0.391,0.062,0.469,13.38,1993-05-26,"early"
30276,"kristoff-kontos","F",2,2011,"DY-1",67,23,9,32,0.343,0.134,0.478,13.39,1993-12-06,"late"
25567,"jonathan-johansson","F",4,2011,"DY+2",46,15,6,21,0.326,0.13,0.456,15.13,1991-06-30,"early"
25486,"tyler-randell","F",4,2011,"DY+2",68,25,7,32,0.368,0.103,0.471,13.79,1991-06-15,"early"
30836,"jarrod-maidens","F",1,2011,"DY-1",47,15,6,21,0.319,0.128,0.447,12.74,1994-03-04,"early"
28684,"brandon-francisco","F",2,2011,"DY",61,25,5,30,0.41,0.082,0.492,13.19,1993-02-11,"early"
26691,"charlie-sarault","F",3,2011,"DY+1",67,33,5,38,0.493,0.075,0.567,14.21,1992-02-20,"early"
26464,"brandon-alderson","F",3,2011,"DY+1",68,24,6,30,0.353,0.088,0.441,14.04,1992-01-22,"early"
28801,"steven-janes","F",2,2011,"DY",17,5,1,6,0.294,0.059,0.353,13.49,1993-02-24,"early"
30113,"dane-fox","F",2,2011,"DY-1",51,19,3,22,0.373,0.059,0.431,11.81,1993-10-13,"late"
29677,"petr-beranek","F",2,2011,"DY",54,22,4,26,0.407,0.074,0.482,13.45,1993-07-08,"early"
26658,"craig-hottot","F",3,2011,"DY+1",63,17,3,25,0.27,0.048,0.397,15.28,1992-02-15,"early"
26544,"michael-kantor","F",3,2011,"DY+1",52,15,4,20,0.288,0.077,0.385,13.01,1992-02-02,"early"
24540,"david-shields","D",4,2011,"DY+2",61,26,1,27,0.426,0.016,0.443,20.37,1991-01-27,"early"
28461,"ryan-sproul","D",2,2011,"DY",61,12,21,33,0.197,0.344,0.541,15.35,1993-01-13,"early"
24696,"johnson-andrews","F",4,2011,"DY+2",35,11,1,12,0.314,0.029,0.343,10.73,1991-02-15,"early"
23793,"kalle-ekelund","D",5,2011,"DY+3",68,17,25,43,0.25,0.368,0.632,19.38,1990-07-25,"early"
24983,"beau-schmitz","D",4,2011,"DY+2",48,16,12,30,0.333,0.25,0.625,22.29,1991-03-26,"early"
25055,"tyler-brown","F",4,2011,"DY+2",67,28,4,33,0.418,0.06,0.492,15.56,1991-04-04,"early"
26510,"matt-petgrave","D",3,2011,"DY+1",61,18,17,37,0.295,0.279,0.607,19.53,1992-01-29,"early"
30883,"matt-campagna","F",1,2011,"DY-1",58,20,5,25,0.345,0.086,0.431,13.44,1994-03-09,"early"
27737,"andrew-crescenzi","F",3,2011,"DY+1",55,19,4,23,0.345,0.073,0.418,14.59,1992-07-29,"early"
24768,"brett-flemming","D",4,2011,"DY+2",68,29,11,43,0.426,0.162,0.632,21.87,1991-02-26,"early"
25225,"scott-valentine","D",4,2011,"DY+2",62,27,7,36,0.435,0.113,0.581,21.08,1991-05-02,"early"
29398,"carter-sandlak","F",2,2011,"DY",56,16,6,23,0.286,0.107,0.411,14.2,1993-05-18,"early"
29272,"zach-hall","F",2,2011,"DY",38,8,4,12,0.211,0.105,0.316,12.9,1993-04-29,"early"
30229,"trevor-morbeck","F",2,2011,"DY-1",57,18,2,20,0.316,0.035,0.351,12.4,1993-11-21,"late"
31855,"andreas-athanasiou","F",1,2011,"DY-1",57,16,3,22,0.281,0.053,0.386,13.51,1994-08-06,"early"
28104,"mika-partanen","F",3,2011,"DY",54,16,3,19,0.296,0.056,0.352,11.17,1992-10-18,"late"
23003,"justin-larson","F",5,2011,"DY+3",61,20,7,27,0.328,0.115,0.443,13.14,1990-03-23,"early"
22979,"tony-dehart","D",5,2011,"DY+3",58,19,11,30,0.328,0.19,0.517,21.16,1990-03-20,"early"
25338,"marc-zanetti","D",4,2011,"DY+2",55,23,10,37,0.418,0.182,0.673,24.06,1991-05-20,"early"
25407,"adrian-robertson","D",4,2011,"DY+2",55,15,8,26,0.273,0.145,0.473,19.5,1991-05-31,"early"
22936,"dalton-prout","D",5,2011,"DY+3",52,13,18,31,0.25,0.346,0.596,21.21,1990-03-13,"early"
26674,"rudy-sulmonte","F",3,2011,"DY+1",49,18,2,20,0.367,0.041,0.408,11.98,1992-02-17,"early"
26663,"austin-levi","D",3,2011,"DY+1",66,13,11,25,0.197,0.167,0.379,21.39,1992-02-16,"early"
26786,"francis-menard","F",3,2011,"DY+1",66,27,4,31,0.409,0.061,0.47,12.98,1992-03-02,"early"
26723,"j.p.-labardo","F",3,2011,"DY+1",60,19,1,22,0.317,0.017,0.367,13.33,1992-02-24,"early"
25450,"conor-stokes","F",4,2011,"DY+2",64,24,5,29,0.375,0.078,0.453,15.83,1991-06-08,"early"
23244,"mike-farrell","F",5,2011,"DY+3",17,7,0,8,0.412,0,0.471,13.65,1990-04-23,"early"
28566,"michael-curtis","F",2,2011,"DY",58,13,5,18,0.224,0.086,0.31,16.11,1993-01-26,"early"
25171,"corey-bureau","F",4,2011,"DY+2",55,15,1,17,0.273,0.018,0.309,12.31,1991-04-23,"early"
25195,"brett-appio","F",4,2011,"DY+2",55,18,0,18,0.327,0,0.327,11.09,1991-04-26,"early"
22826,"travis-gibbons","D",5,2011,"DY+3",66,22,15,37,0.333,0.227,0.561,23.52,1990-02-28,"early"
26190,"joe-rogalski","D",4,2011,"DY+1",63,16,15,32,0.254,0.238,0.508,22.54,1991-11-29,"late"
27370,"jacob-cardwell","D",3,2011,"DY+1",56,10,10,20,0.179,0.179,0.357,21.51,1992-05-24,"early"
30773,"gianluca-curcuruto","D",1,2011,"DY-1",56,12,14,26,0.214,0.25,0.464,14.42,1994-02-25,"early"
28968,"spencer-abraham","D",2,2011,"DY",67,10,21,31,0.149,0.313,0.463,18.58,1993-03-18,"early"
27099,"derek-schoenmakers","F",3,2011,"DY+1",57,20,1,21,0.351,0.018,0.368,11.24,1992-04-17,"early"
24495,"derek-holden","D",4,2011,"DY+2",68,19,20,39,0.279,0.294,0.574,23.39,1991-01-21,"early"
23384,"stephon-thorne","F",5,2011,"DY+3",61,21,1,22,0.344,0.016,0.361,16.1,1990-05-13,"early"
32115,"kerby-rychel","F",1,2011,"DY-2",62,17,4,21,0.274,0.065,0.339,11.28,1994-10-07,"late"
31498,"matt-rupert","F",1,2011,"DY-1",22,7,1,8,0.318,0.045,0.364,11.44,1994-06-02,"early"
31473,"scott-laughton","F",1,2011,"DY-1",63,18,5,23,0.286,0.079,0.365,13.11,1994-05-30,"early"
24593,"kyle-pereira","D",4,2011,"DY+2",67,13,9,23,0.194,0.134,0.343,20.08,1991-02-02,"early"
26269,"r.j.-mahalak","F",4,2011,"DY+1",56,15,1,19,0.268,0.018,0.339,13.84,1991-12-23,"late"
25271,"ben-chiarot","D",4,2011,"DY+2",64,19,14,37,0.297,0.219,0.578,20.78,1991-05-09,"early"
30318,"cody-ceci","D",2,2011,"DY-1",68,18,15,34,0.265,0.221,0.5,22.84,1993-12-21,"late"
23362,"matt-ashman","D",5,2011,"DY+3",61,9,16,26,0.148,0.262,0.426,19.64,1990-05-09,"early"
29506,"alex-racino","F",2,2011,"DY",46,13,3,16,0.283,0.065,0.348,12.23,1993-06-04,"early"
24695,"tim-campbell","D",4,2011,"DY+2",54,11,13,25,0.204,0.241,0.463,21.82,1991-02-15,"early"
29524,"mitch-theoret","F",2,2011,"DY",66,18,2,20,0.273,0.03,0.303,11.52,1993-06-08,"early"
23152,"jack-walchessen","F",5,2011,"DY+3",63,17,1,19,0.27,0.016,0.302,13.61,1990-04-11,"early"
27494,"david-quesnele","F",3,2011,"DY+1",63,18,2,21,0.286,0.032,0.333,12.74,1992-06-12,"early"
29289,"dylan-demelo","D",2,2011,"DY",67,13,12,27,0.194,0.179,0.403,19.18,1993-05-01,"early"
27570,"stephen-silas","D",3,2011,"DY+1",68,14,21,36,0.206,0.309,0.529,23.08,1992-06-26,"early"
30532,"scott-kosmachuk","F",1,2011,"DY-1",68,21,0,21,0.309,0,0.309,10.25,1994-01-24,"early"
30710,"slater-koekkoek","D",1,2011,"DY-1",65,10,13,23,0.154,0.2,0.354,19.91,1994-02-18,"early"
24950,"brett-cook","D",4,2011,"DY+2",61,14,5,20,0.23,0.082,0.328,20.57,1991-03-21,"early"
28410,"zack-mitchell","F",2,2011,"DY",61,15,4,19,0.246,0.066,0.312,13.86,1993-01-07,"early"
29198,"cameron-brace","F",2,2011,"DY",61,17,0,17,0.279,0,0.279,11.39,1993-04-18,"early"
30075,"nick-latta","F",2,2011,"DY-1",61,13,1,15,0.213,0.016,0.246,11.33,1993-10-05,"late"
25520,"jon-carnevale","F",4,2011,"DY+2",37,9,0,9,0.243,0,0.243,11.05,1991-06-21,"early"
28185,"mac-mcdonnell","F",3,2011,"DY",62,17,1,18,0.274,0.016,0.29,12.2,1992-11-09,"late"
30519,"dylan-blujus","D",1,2011,"DY-1",67,14,12,26,0.209,0.179,0.388,17.8,1994-01-22,"early"
23673,"kyle-decoste","F",5,2011,"DY+3",21,4,4,8,0.19,0.19,0.381,14.33,1990-06-30,"early"
25162,"jesse-stoughton","F",4,2011,"DY+2",21,5,0,5,0.238,0,0.238,11.73,1991-04-21,"early"
27742,"scott-sabourin","F",3,2011,"DY+1",42,10,0,10,0.238,0,0.238,10.15,1992-07-30,"early"
25068,"derek-lanoue","F",4,2011,"DY+2",55,14,2,17,0.255,0.036,0.309,10.3,1991-04-05,"early"
25376,"brett-mackie","F",4,2011,"DY+2",68,20,0,20,0.294,0,0.294,14.04,1991-05-25,"early"
25798,"jay-gilbert","D",4,2011,"DY+2",68,13,6,19,0.191,0.088,0.279,19.28,1991-08-15,"early"
27329,"myles-doan","F",3,2011,"DY+1",68,21,0,22,0.309,0,0.324,12.94,1992-05-18,"early"
29540,"j.c.-campagna","F",2,2011,"DY",51,11,4,15,0.216,0.078,0.294,11.14,1993-06-11,"early"
29400,"stuart-percy","D",2,2011,"DY",64,22,12,34,0.344,0.188,0.531,19.79,1993-05-18,"early"
31466,"luke-cairns","F",1,2011,"DY-1",60,7,10,18,0.117,0.167,0.3,11.7,1994-05-29,"early"
29704,"matt-macleod","F",2,2011,"DY",52,12,1,13,0.231,0.019,0.25,11.59,1993-07-13,"early"
28147,"colin-miller","D",3,2011,"DY",66,17,4,22,0.258,0.061,0.333,16.78,1992-10-29,"late"
29255,"tyler-graovac","F",2,2011,"DY",66,17,3,21,0.258,0.045,0.318,13.16,1993-04-27,"early"
27387,"garret-ross","F",3,2011,"DY+1",53,13,1,15,0.245,0.019,0.283,12.08,1992-05-26,"early"
28908,"scott-harrington","D",2,2011,"DY",67,12,7,22,0.179,0.104,0.328,22.01,1993-03-10,"early"
29028,"frank-corrado","D",2,2011,"DY",67,12,14,30,0.179,0.209,0.448,20.04,1993-03-26,"early"
26990,"geoff-schemitsch","D",3,2011,"DY+1",45,9,9,20,0.2,0.2,0.444,20.67,1992-04-01,"early"
27242,"john-padulo","F",3,2011,"DY+1",64,20,1,22,0.312,0.016,0.344,14.61,1992-05-06,"early"
29951,"anthony-camara","F",2,2011,"DY",64,14,2,17,0.219,0.031,0.266,12.26,1993-09-04,"early"
23261,"mitch-gaulton","D",5,2011,"DY+3",55,14,5,20,0.255,0.091,0.364,18.98,1990-04-25,"early"
22964,"mike-mascioli","F",5,2011,"DY+3",60,15,3,18,0.25,0.05,0.3,12.9,1990-03-18,"early"
25807,"trent-hawke","F",4,2011,"DY+2",65,15,0,15,0.231,0,0.231,12.54,1991-08-16,"early"
27549,"brendan-childerley","F",3,2011,"DY+1",52,13,0,13,0.25,0,0.25,11.49,1992-06-22,"early"
29556,"alex-basso","D",2,2011,"DY",57,10,11,21,0.175,0.193,0.368,19,1993-06-15,"early"
30910,"brett-gustavsen","F",1,2011,"DY-1",19,7,1,8,0.368,0.053,0.421,11.38,1994-03-13,"early"
27960,"dario-trutmann","D",3,2011,"DY",62,10,7,19,0.161,0.113,0.306,17.87,1992-09-17,"late"
25483,"matthew-paton","F",4,2011,"DY+2",67,17,2,19,0.254,0.03,0.284,11.08,1991-06-14,"early"
27727,"domenic-alberga","F",3,2011,"DY+1",67,20,0,20,0.299,0,0.298,13.37,1992-07-28,"early"
28435,"steve-broek","F",2,2011,"DY",29,6,0,6,0.207,0,0.207,10.6,1993-01-10,"early"
24694,"peter-hermenegildo","D",4,2011,"DY+2",63,9,13,22,0.143,0.206,0.349,16.38,1991-02-15,"early"
24515,"brad-walch","D",4,2011,"DY+2",68,19,5,25,0.279,0.074,0.368,19.33,1991-01-24,"early"
22492,"joe-underwood","D",5,2011,"DY+3",50,8,12,22,0.16,0.24,0.44,21.79,1990-01-15,"early"
24120,"dominic-desando","F",5,2011,"DY+2",10,1,0,2,0.1,0,0.2,12.48,1990-10-15,"late"
25945,"anthony-donati","D",4,2011,"DY+1",35,7,4,11,0.2,0.114,0.314,16.03,1991-09-19,"late"
29273,"craig-duininck","D",2,2011,"DY",66,16,4,22,0.242,0.061,0.333,18.87,1993-04-29,"early"
28313,"emerson-clark","F",3,2011,"DY",46,9,0,9,0.196,0,0.196,9.2,1992-12-17,"late"
28018,"josh-graves","F",3,2011,"DY",52,14,1,15,0.269,0.019,0.288,11.33,1992-09-26,"late"
31676,"chris-tierney","F",1,2011,"DY-1",47,10,1,11,0.213,0.021,0.234,11.07,1994-07-01,"early"
28474,"ryan-davidson","F",2,2011,"DY",53,13,0,13,0.245,0,0.245,10.54,1993-01-15,"early"
24657,"cody-sol","D",4,2011,"DY+2",60,15,1,16,0.25,0.017,0.267,20.29,1991-02-11,"early"
24682,"craig-moore","F",4,2011,"DY+2",60,15,0,15,0.25,0,0.25,12.25,1991-02-14,"early"
27512,"braeden-corbeth","F",3,2011,"DY+1",60,13,2,15,0.217,0.033,0.25,12,1992-06-14,"early"
30766,"matt-finn","D",1,2011,"DY-1",60,13,8,21,0.217,0.133,0.35,14.72,1994-02-24,"early"
31170,"gemel-smith","F",1,2011,"DY-1",66,15,1,16,0.227,0.015,0.242,10.98,1994-04-16,"early"
30453,"cody-payne","F",1,2011,"DY-1",50,13,0,13,0.26,0,0.26,9.85,1994-01-14,"early"
27243,"michal-cajkovsky","D",3,2011,"DY+1",67,12,3,15,0.179,0.045,0.224,17.99,1992-05-06,"early"
31033,"tom-wilson","F",1,2011,"DY-1",28,5,1,6,0.179,0.036,0.214,9.54,1994-03-29,"early"
31500,"garrett-hooey","F",1,2011,"DY-1",62,7,0,11,0.113,0,0.177,11.33,1994-06-02,"early"
29846,"gregory-jambrosich","F",2,2011,"DY",68,15,0,17,0.221,0,0.25,12.85,1993-08-12,"early"
30593,"brock-mcginn","F",1,2011,"DY-1",68,14,0,14,0.206,0,0.206,10.37,1994-02-02,"early"
